"Fleet.Number","Registration","Details","Product","Distance","Unit","Litres","MPG","Cost"
"2744","YG20TWD","Ford Transit 3.5t Tipper","Diesel",6588,"Miles",1289.98,23.22,2063.968
"2745","YF20CXH","Ford Transit 3.5t Tipper","Diesel",5792,"Miles",1128.35,23.34,1805.36
"2746","YH70NDJ","Ford Transit Crew Cab Tipper","Diesel",5521,"Miles",957.69,26.21,1532.304
"2747","YH70NPA","Ford Transit Crew Cab Tipper","Diesel",5742,"Miles",1159.65,22.51,1855.44
"2748","YH70KNZ","Ford Transit Crew Cab Tipper","Diesel",7429,"Miles",1380.35,24.47,2208.56
"2749","YH70NRE","Ford Transit Crew Cab Tipper","Diesel",7300,"Miles",1428.75,23.23,2286
"2750","YH70NZC","Ford Transit Crew Cab Tipper","Diesel",10580,"Miles",2006.88,23.97,3211.008
"2751","YH70NZR","Ford Transit Crew Cab Tipper","Diesel",4881,"Miles",995.46,22.29,1592.736
"2752","YH70OCB","Ford Transit Crew Cab Tipper","Diesel",5397,"Miles",988.52,24.82,1581.632
"2753","YH70OCE","Ford Transit Crew Cab Tipper","Diesel",5477,"Miles",987.09,25.22,1579.344
"2754","YH70GKA","Ford  Transit Crew Cab Tipper","Diesel",5845,"Miles",976.67,27.21,1562.672
"2755","YH70OAY","Ford Transit 3.5T Crew Cab Tipper","Diesel",4456,"Miles",894,22.66,1430.4
"2756","YH70OBE","Ford Transit Crew Cab Tipper","Diesel",5876,"Miles",1107.52,24.12,1772.032
"2757","YC70FNR","Ford Transit  Crew Cab Tipper","Diesel",10600,"Miles",1925.35,25.03,3080.56
"2758","YC70FOP","Ford Transit Crew Cab Tipper","Diesel",8706,"Miles",1775.85,22.29,2841.36
"2759","YC70FNP","Ford Transit Crew Cab Tipper","Diesel",10874,"Miles",1862.2,26.55,2979.52
"2760","YC70VGX","Ford Transit 3.5t Tipper","Diesel",6448,"Miles",1278.89,22.92,2046.224
"2761","YC70VGK","Ford Transit Crew Cab Tipper","Diesel",5452,"Miles",1210.03,20.48,1936.048
"2762","YC70OHO","Ford Transit Crew Cab Tipper","Diesel",6802,"Miles",1163.31,26.58,1861.296
"2763","YE70HCJ","Ford Transit 3.5t Tipper","Diesel",8549,"Miles",1792.79,21.68,2868.464
"2764","YM70MBV","Ford Transit Crew Cab Tipper","Diesel",6858,"Miles",1089.77,28.61,1743.632
"2765","YH21FHW","  3.5t Tipper","Diesel",2888,"Miles",574.19,22.87,918.704
"2766","YH21FPZ","  3.5t Tipper","Diesel",2899,"Miles",686.97,19.18,1099.152
"2767","YC70VHK","Ford Transit 3.5t Tipper","Diesel",316,"Miles",117.36,12.24,187.776
"2768","YC70PNE","  3.5t Tipper","Diesel",9658,"Miles",1589.64,27.62,2543.424
"2769","YC70WHE","  3.5t Tipper","Diesel",4340,"Miles",795.74,24.79,1273.184
"2770","YA70LAE","  3.5t Tipper","Diesel",16217,"Miles",3309.03,22.28,5294.448
"2771","YA70KZY","  3.5t Tipper","Diesel",12587,"Miles",2525.59,22.66,4040.944
"2772","YA70KZK","  3.5t Tipper","Diesel",26285,"Miles",5428.66,22.01,8685.856
"3001","YK68OXZ","Peugeot Boxer Van Large","Diesel",1360,"Miles",718.38,8.61,1149.408
"3002","YC68TGR","Iveco Daily Van Large","Diesel",17620,"Miles",3747,21.38,5995.2
"3116","YF17CHO","Ford Ford Transit T470 Tipper 3.5t - 7.5t","Diesel",3660,"Miles",968.6,17.18,1549.76
"3117","YF17PRZ","Ford Ford Transit T470 Tipper 3.5t - 7.5t","Diesel",3816,"Miles",817.96,21.21,1308.736
"3118","YF17CJE","Ford Ford Transit T470 Tipper 3.5t - 7.5t","Diesel",5791,"Miles",1488.88,17.68,2382.208
"3119","YH19TXA","  Up to 7.5t Tipper","Diesel",4655,"Miles",1211.27,17.47,1938.032
"3120","YH19TXB","  Up to 7.5t Tipper","Diesel",4014,"Miles",911,20.03,1457.6
"3121","YH19TXC","  Up to 7.5t Tipper","Diesel",4014,"Miles",970.57,18.8,1552.912
"3122","YH19TZF","  Tipper up to 7.5t","Diesel",2030,"Miles",508.72,18.14,813.952
"3201","YF67OJV","Iveco Daily 50C15 Hyd Plat Hyd Access Platform","Diesel",6194,"Miles",1530.3,18.4,2448.48
"3331","PN69UOH","  Library Bus","Diesel",1537,"Miles",374.62,18.65,599.392
"3332","PN69UOJ","  Library Hub","Diesel",1499,"Miles",385.97,17.66,617.552
"3335","PN69UOK","  Library Hub","Diesel",6349,"Kilometres",1507.47,11.9,2411.952
"3336","PF69HFK","Iveco 7.2t Daily Library Bus","Diesel",3412,"Miles",721.92,21.49,1155.072
"3337","PF69HFJ","Iveco 7.2t Daily Library Bus","Diesel",3295,"Miles",685.97,21.84,1097.552
"3338","BJ21OBN","  Library Bus","Diesel",496,"Miles",186.62,12.08,298.592
"3406","YH19TZA","Iveco Daily 70-150 Graffiti Wash Vehicle","Diesel",128,"Miles",109.57,5.31,175.312
"3407","YH19TZC","Iveco Daily 70-150 Forestry Tipper upto 7t","Diesel",241,"Miles",148.06,7.4,236.896
"3408","YH19TZD","Iveco Daily 70-150 Forestry Tipper upto 7t","Diesel",2808,"Kilometres",930.51,8.52,1488.816
"3409","YH19TZE","Iveco Daily 70-150 Forestry Tipper up to 7T","Diesel",4927,"Miles",1536.71,14.58,2458.736
"3410","YD69KDK","  7.5t Cage ","Diesel",8651,"Kilometres",2451.06,9.97,3921.696
"3431","YJ10KWK","Ford Cargo 75E Tipper Tipper 7.5t","Diesel",7336,"Miles",1659.63,20.09,2655.408
"3439","YD67KFU","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",1098,"Miles",258.91,19.28,414.256
"3442","YD67JBX","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",8578,"Miles",2971.7,13.12,4754.72
"3444","YD67JBZ","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",817,"Miles",307.27,12.09,491.632
"3445","YD67JCJ","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",9081,"Miles",2545.38,16.22,4072.608
"3447","YD67JCV","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",7640,"Miles",1353.06,25.67,2164.896
"3448","YD67JCX","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",1346,"Miles",408.91,14.96,654.256
"3449","YD67JNJ","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",4024,"Miles",1191.86,15.35,1906.976
"3450","YD67KGA","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",7170,"Miles",2325.22,14.02,3720.352
"3451","YD67KGE","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",9284,"Miles",2771.06,15.23,4433.696
"3452","YD67KGF","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",13399,"Miles",3797.05,16.04,6075.28
"3453","YD67KGJ","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",8913,"Miles",2551.87,15.88,4082.992
"3454","YD67KGK","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",1833,"Miles",613.91,13.57,982.256
"3455","YD67KGN","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",747,"Miles",281.15,12.08,449.84
"3456","YD67KGO","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",9540,"Miles",2701.54,16.05,4322.464
"3457","YD67KGP","Fuso Canter 7C15 HEV Tipper 7.5t","Diesel",37904,"Kilometres",2563.94,41.79,4102.304
"3504","YH68EBA","Iveco Daily Flatback over 3.5T","CNG",3641,"Miles",1111.13,14.9,1777.808
"3505","YH68DXT","Iveco Daily Flatback over 7.5T","CNG",9442,"Miles",1862.04,23.05,2979.264
"3506","YK69HCV","  7.5t Tipper","Diesel",2250,"Miles",1225.82,8.34,1961.312
"3507","YK69HCP","  7.5t Tipper","Diesel",1667,"Kilometres",472.91,9.96,756.656
"3901","YJ66VYU","Mercedes Arocs 2635K Tipper over 7.5t","Diesel",1521,"Miles",1314.13,5.26,2102.608
"3902","YJ69BKX","  26t Tipper/Gritter/Snowplough","Diesel",6874,"Kilometres",2950.36,6.58,4720.576
"4327","YK14BEY","Daf LF250 18t Tipp/Gritt Tipper 18t Demount","Diesel",3654,"Miles",1404.67,11.83,2247.472
"4328","YK14BFL","Daf LF250 18t Tipp/Gritt Tipper 18t Demount","Diesel",5112,"Miles",2115.59,10.98,3384.944
"4342","YK14BFY","Daf LF250 18t Tipp/Gritt Tipper 18t Demount","Diesel",3567,"Miles",1440.89,11.25,2305.424
"4401","LM69XJG","  3 Axle RCV","Diesel",14869,"Kilometres",15862.56,2.65,25380.096
"4403","LM69SFY","  3 Axle RCV","Diesel",14349,"Kilometres",12035.55,3.37,19256.88
"4404","LM69PWZ","  3 Axle RCV","Diesel",15616,"Kilometres",12906.77,3.42,20650.832
"4405","LS69WOJ","  3 Axle RCV","Diesel",9472,"Kilometres",12886.48,2.08,20618.368
"4406","LS69WOC","  3 Axle RCV","Diesel",15913,"Kilometres",12821.78,3.51,20514.848
"4407","LS69BZJ","  3 Axle RCV","Diesel",7939,"Kilometres",11505.97,1.95,18409.552
"4408","LM69YRV","  ","Diesel",8325,"Kilometres",11222.22,2.1,17955.552
"4409","LS69GJF","  3 Axle RCV","Diesel",10233,"Kilometres",13121.46,2.2,20994.336
"4410","LS69BZV","  3 Axle RCV","Diesel",7784,"Kilometres",11921.31,1.84,19074.096
"4411","LS69JZN","  3 axle RCV","Diesel",9397,"Kilometres",13274.32,2,21238.912
"4412","LS69JZV","  RCV","Diesel",16395,"Kilometres",12376.49,3.74,19802.384
"4415","LS69JYW","  ","Diesel",10187,"Kilometres",13561.19,2.12,21697.904
"4416","LS69WOA","  3 Axle RCV","Diesel",15069,"Kilometres",15555.87,2.74,24889.392
"4417","VX14LLV","Dennis Eagle Elite 3 Axle Bin","Diesel",2174,"Kilometres",1710.71,3.59,2737.136
"4418","VX14LLW","Dennis Eagle Elite 3 Axle Bin","Diesel",3212,"Kilometres",4614.25,1.97,7382.8
"4420","YK15GPJ","Mercedes Econic 3 Axle Bin","Diesel",8226,"Kilometres",9368.57,2.48,14989.712
"4422","YK15GOX","Mercedes Econic 3 Axle Bin","Diesel",9358,"Kilometres",12152.04,2.18,19443.264
